duplicate_group,english_raw,occurrence_count,source_labels,source_files
dup_00725,STENCH,2,gEasyChatWord_Stench | inline_83,src/data/easy_chat/easy_chat_group_status.h | src/data/text/abilities.h
dup_00726,STEVE,5,trainerName | trainerName | trainerName | trainerName | trainerName,src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h
dup_00727,STEVEN,3,trainerName | gText_Steven | gText_StevenMatchCallName,src/data/trainers.h | src/strings.c | src/strings.c
dup_00728,STICKY HOLD,2,gEasyChatWord_StickyHold | inline_142,src/data/easy_chat/easy_chat_group_status.h | src/data/text/abilities.h
dup_00729,STORE,2,gEasyChatWord_Store | gPCText_Store,src/data/easy_chat/easy_chat_group_lifestyle.h | src/strings.c
dup_00730,STRATEGY,2,gEasyChatWord_Strategy | gText_PokenavMatchCall_Strategy,src/data/easy_chat/easy_chat_group_battle.h | src/strings.c
dup_00731,STURDY,2,gEasyChatWord_Sturdy | inline_87,src/data/easy_chat/easy_chat_group_status.h | src/data/text/abilities.h
dup_00732,SUCTION CUPS,2,gEasyChatWord_SuctionCups | inline_103,src/data/easy_chat/easy_chat_group_status.h | src/data/text/abilities.h
dup_00733,SUDOWOODO,2,nickname | inline_187,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00734,SUICUNE,2,nickname | inline_247,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00735,SUMMARY,5,sText_Summary | sText_Summary2 | gPCText_Summary | gText_Summary | gText_Summary2,src/data/trade.h | src/data/trade.h | src/strings.c | src/strings.c | src/strings.c
dup_00736,SUMMER,2,trainerName | gEasyChatWord_Summer,src/data/contest_opponents.h | src/data/easy_chat/easy_chat_group_time.h
dup_00737,SUN,2,categoryName | categoryName,src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h
dup_00738,SUNFLORA,2,nickname | inline_194,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00739,SUPER,2,gEasyChatWord_Super | gText_Super,src/data/easy_chat/easy_chat_group_events.h | src/strings.c
dup_00740,SUPERPOWER,4,categoryName | categoryName | categoryName | inline_279,src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h | src/data/text/move_names.h
dup_00741,SWALLOW,2,categoryName | inline_259,src/data/pokemon/pokedex_entries.h | src/data/text/move_names.h
dup_00742,SWAP,2,gText_Swap | gText_Swap2,src/strings.c | src/strings.c
dup_00743,SWARM,2,gEasyChatWord_Swarm | inline_150,src/data/easy_chat/easy_chat_group_status.h | src/data/text/abilities.h
dup_00744,SWELLOW,2,nickname | inline_307,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00745,SWIFT SWIM,2,gEasyChatWord_SwiftSwim | inline_115,src/data/easy_chat/easy_chat_group_status.h | src/data/text/abilities.h
dup_00746,SYMBOLS,2,gText_Symbols2 | gText_Symbols,src/strings.c | src/strings.c
dup_00747,SYNCHRONIZE,2,gEasyChatWord_Synchronize | inline_110,src/data/easy_chat/easy_chat_group_status.h | src/data/text/abilities.h
dup_00748,Same price$,2,gTrickHouse_Mechadoll_SamePrice | gTrickHouse_Mechadoll_SamePrice2,data/text/trick_house_mechadolls.inc | data/text/trick_house_mechadolls.inc
dup_00749,Set event: No. {STR_VAR_1}{PAUSE_UNTIL_PRESS}$,2,gText_SetEventNumX | gText_SetEventNumX2,data/text/contest_link.inc | data/text/contest_link.inc
dup_00750,"Sigh…\pYou do not have the three POKéMON\nrequired for the challenge.\pTo enter, you must provide three\ndifferent kinds of POKéMON.\pThey also must not be holding\nthe same kinds of items.\pEGGS{STR_VAR_1} ineligible.\pCome back when you have made\nyour preparations.$",3,BattleFrontier_BattlePalaceLobby_Text_NotEnoughValidMonsLvOpen | VerdanturfTown_BattleTentLobby_Text_NotEnoughValidMonsLv50 | VerdanturfTown_BattleTentLobby_Text_NotEnoughValidMonsLvOpen,data/maps/BattleFrontier_BattlePalaceLobby/scripts.inc | data/text/battle_tent.inc | data/text/battle_tent.inc
dup_00751,"So, it became a standoff.\pIt was a brilliant match in which\nneither side conceded a step!$",2,RS_MysteryEventsHouse_Text_BattleTie | SootopolisCity_MysteryEventsHouse_1F_Text_BrilliantStandoff,data/maps/MossdeepCity_GameCorner_1F/scripts.inc | data/maps/SootopolisCity_MysteryEventsHouse_1F/scripts.inc
dup_00752,Somebody dropped out.\nThe link will be canceled.,2,gText_SomeoneDroppedOut | gText_SomeoneDroppedOut2,src/strings.c | src/strings.c
dup_00753,Something unseeable is in the way.$,2,FortreeCity_Text_SomethingUnseeable | Kecleon_Text_SomethingUnseeable,data/maps/FortreeCity/scripts.inc | data/maps/Route120/scripts.inc
dup_00754,Something unseeable is in the way.\pWant to use the DEVON SCOPE?$,2,FortreeCity_Text_UnseeableUseDevonScope | Kecleon_Text_WantToUseDevonScope,data/maps/FortreeCity/scripts.inc | data/maps/Route120/scripts.inc
dup_00755,"Sorry, you can't walk on CYCLING\nROAD. It's too dangerous.\pPlease come back with a BIKE.$",2,Route110_SeasideCyclingRoadNorthEntrance_Text_TooDangerousToWalk | Route110_SeasideCyclingRoadSouthEntrance_Text_TooDangerousToWalk,data/maps/Route110_SeasideCyclingRoadNorthEntrance/scripts.inc | data/maps/Route110_SeasideCyclingRoadSouthEntrance/scripts.inc
dup_00756,Startles all POKéMON that\nhave done their appeals.$,2,gText_StartleAllAppealed | gText_StartleAllAppealed2,data/text/contest_strings.inc | data/text/contest_strings.inc
dup_00757,Startles the POKéMON that\nappealed before the user.$,2,gText_StartleAppealedBeforeUser | gText_StartleAppealedBeforeUser2,data/text/contest_strings.inc | data/text/contest_strings.inc
dup_00758,Stop giving the POKéMON MAIL?,2,gText_StopGivingPkmnMail | gText_StopGivingPkmnMail2,src/strings.c | src/strings.c
dup_00759,TABITHA,3,trainerName | trainerName | trainerName,src/data/trainers.h | src/data/trainers.h | src/data/trainers.h
dup_00760,TADPOLE,3,categoryName | categoryName | categoryName,src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h
dup_00761,TAKE,2,gEasyChatWord_Take | gPCText_Take,src/data/easy_chat/easy_chat_group_actions.h | src/strings.c
dup_00762,TANGELA,2,nickname | inline_116,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00763,TASTY,2,gEasyChatWord_Tasty | gText_Tasty,src/data/easy_chat/easy_chat_group_conditions.h | src/strings.c
dup_00764,TATE&LIZA,5,trainerName | trainerName | trainerName | trainerName | trainerName,src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h
dup_00765,THALIA,5,trainerName | trainerName | trainerName | trainerName | trainerName,src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h
dup_00766,THANK YOU,2,gEasyChatWord_ThankYou | gText_ThankYou,src/data/easy_chat/easy_chat_group_greetings.h | src/strings.c
dup_00767,THICK FAT,2,gEasyChatWord_ThickFat | inline_129,src/data/easy_chat/easy_chat_group_status.h | src/data/text/abilities.h
dup_00768,THUNDER,2,categoryName | inline_90,src/data/pokemon/pokedex_entries.h | src/data/text/move_names.h
dup_00769,TIME,4,gEasyChatWord_Time | gText_Time | gText_TrainerCardTime | gEasyChatGroupName_Time,src/data/easy_chat/easy_chat_group_time.h | src/strings.c | src/strings.c | src/strings.c
dup_00770,TIMOTHY,5,trainerName | trainerName | trainerName | trainerName | trainerName,src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h
dup_00771,TINY BIRD,3,categoryName | categoryName | categoryName,src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h
dup_00772,TMs & HMs,2,gText_TMHMPocket | gText_TMs_Hms,src/strings.c | src/strings.c
dup_00773,TOGEPI,2,nickname | inline_177,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00774,TOGETIC,2,nickname | inline_178,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00775,TONY,5,trainerName | trainerName | trainerName | trainerName | trainerName,src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h
dup_00776,TORRENT,2,gEasyChatWord_Torrent | inline_149,src/data/easy_chat/easy_chat_group_status.h | src/data/text/abilities.h
dup_00777,TOSS,3,gMenuText_Toss | gText_Toss2 | gText_Toss,src/strings.c | src/strings.c | src/strings.c
dup_00778,TOUGH,3,gEasyChatWord_Tough | gText_Tough | gText_Tough2,src/data/easy_chat/easy_chat_group_status.h | src/strings.c | src/strings.c
dup_00779,TOUGH CONTEST,2,gRibbonDescriptionPart1_ToughContest | sText_ToughContest,src/data/text/ribbon_descriptions.h | src/data/union_room.h
dup_00780,TOURNEY TREE,2,gText_Tourney_Tree | gText_TourneyTree,src/strings.c | src/strings.c
dup_00781,TOXIC,2,inline_95 | gText_Toxic,src/data/text/move_names.h | src/strings.c
dup_00782,TRACE,2,gEasyChatWord_Trace | inline_118,src/data/easy_chat/easy_chat_group_status.h | src/data/text/abilities.h
dup_00783,TRADE,4,gEasyChatWord_Trade | sText_Trade | sText_Trade2 | gText_Trade,src/data/easy_chat/easy_chat_group_trainer.h | src/data/trade.h | src/data/trade.h | src/strings.c
dup_00784,TRAINER,2,gEasyChatWord_Trainer | gEasyChatGroupName_Trainer,src/data/easy_chat/easy_chat_group_trainer.h | src/strings.c
dup_00785,TRAINER HILL,2,sMapName_TRAINER_HILL | LandmarkName_TrainerHill,src/data/region_map/region_map_entries.h | src/landmark.c
dup_00786,TRAINER TOWER,2,sMapName_TRAINER_TOWER | sMapName_TRAINER_TOWER_Clone,src/data/region_map/region_map_entries.h | src/data/region_map/region_map_entries.h
dup_00787,TRANSFORM,2,categoryName | inline_147,src/data/pokemon/pokedex_entries.h | src/data/text/move_names.h
dup_00788,TRENT,5,trainerName | trainerName | trainerName | trainerName | trainerName,src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h
dup_00789,TRISTAN,2,trainerName | gText_Tristan,src/data/battle_frontier/battle_frontier_trainers.h | src/strings.c
dup_00790,TROPIUS,2,nickname | inline_371,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00791,TRUANT,2,gEasyChatWord_Truant | inline_136,src/data/easy_chat/easy_chat_group_status.h | src/data/text/abilities.h
dup_00792,TUBER,2,inline_20 | inline_21,src/data/text/trainer_class_names.h | src/data/text/trainer_class_names.h
dup_00793,TYLOR,2,trainerName | trainerName,src/data/battle_frontier/battle_frontier_trainers.h | src/data/contest_opponents.h
dup_00794,TYRANITAR,2,nickname | inline_250,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00795,Thank you for playing!$,2,BattleFrontier_BattleDomeLobby_Text_ThankYouForPlaying | TrainerHill_Entrance_Text_ThankYouForPlaying,data/maps/BattleFrontier_BattleDomeLobby/scripts.inc | data/maps/TrainerHill_Entrance/scripts.inc
dup_00796,Thank you for using the MYSTERY\nGIFT System.$,3,sText_AuroraTicketThankYou | sText_MysticTicketThankYou | sText_MysteryGiftOldSeaMapThankYou,data/scripts/gift_aurora_ticket.inc | data/scripts/gift_mystic_ticket.inc | data/scripts/gift_old_sea_map.inc
dup_00797,Thank you for using the MYSTERY\nGIFT System.\pYou must be {PLAYER}.\nThere is a ticket here for you.$,2,sText_AuroraTicketForYou | sText_MysticTicketForYou,data/scripts/gift_aurora_ticket.inc | data/scripts/gift_mystic_ticket.inc
dup_00798,Thank you so much for participating!\pPlease wait while I save the game.$,2,BattleFrontier_BattleArenaLobby_Text_ThankYouWaitWhileSave | FallarborTown_BattleTentLobby_Text_ThankYouWaitWhileSaving,data/maps/BattleFrontier_BattleArenaLobby/scripts.inc | data/text/battle_tent.inc
dup_00799,Thank you!\nWe'll send it to your PC at home.$,2,BattleFrontier_ExchangeServiceCorner_Text_WellSendItToPC | MauvilleCity_GameCorner_Text_SendToYourHomePC,data/maps/BattleFrontier_ExchangeServiceCorner/scripts.inc | data/maps/MauvilleCity_GameCorner/scripts.inc
dup_00800,"That was superlative!\pWhy, it was like seeing myself in\nmy youth again!$",2,RS_MysteryEventsHouse_Text_BattleWon | SootopolisCity_MysteryEventsHouse_1F_Text_ThatWasSuperlative,data/maps/MossdeepCity_GameCorner_1F/scripts.inc | data/maps/SootopolisCity_MysteryEventsHouse_1F/scripts.inc
dup_00801,That's the way!$,2,VictoryRoad_B1F_Text_MichelleDefeat | SecretBase_Text_Trainer2AcceptBattle,data/maps/VictoryRoad_B1F/scripts.inc | data/text/secret_base_trainers.inc
dup_00802,"That's, like, TM41, you know?\nHey, it's TORMENT, you hearing me?\pLike, it won't let the other guy\nuse the same move twice in a row, see?\pHey, now, you listen here, like,\nI'm not laying a torment on you!$",2,SlateportCity_ContestHall_Text_ExplainTorment | SlateportCity_BattleTentLobby_Text_ExplainTorment,data/maps/SlateportCity_BattleTentCorridor/scripts.inc | data/maps/SlateportCity_BattleTentLobby/scripts.inc
dup_00803,The Battle Swap rules are listed.$,2,BattleFrontier_BattleFactoryLobby_Text_RulesAreListed | SlateportCity_BattleTentLobby_Text_RulesAreListed,data/maps/BattleFrontier_BattleFactoryLobby/scripts.inc | data/text/battle_tent.inc
dup_00804,The VERDANTURF BATTLE TENT\nrules are listed.$,2,VerdanturfTown_BattleTentLobby_Text_RulesAreListed2 | VerdanturfTown_BattleTentLobby_Text_RulesAreListed,data/text/battle_tent.inc | data/text/battle_tent.inc
dup_00805,The best of luck to you.\nFarewell.$,2,BattleFrontier_BattlePikeRoomNormal_Text_BestOfLuckFarewell | BattleFrontier_BattlePikeRoomNormal_Text_BestOfLuckFarewell2,data/maps/BattleFrontier_BattlePikeRoomNormal/scripts.inc | data/maps/BattleFrontier_BattlePikeRoomNormal/scripts.inc
dup_00806,The door appears to be locked.$,2,RS_MysteryEventsHouse_Text_DoorIsLocked | SootopolisCity_MysteryEventsHouse_1F_Text_DoorAppearsToBeLocked,data/maps/MossdeepCity_GameCorner_1F/scripts.inc | data/maps/SootopolisCity_MysteryEventsHouse_1F/scripts.inc
dup_00807,The door is closed.$,2,SkyPillar_Outside_Text_DoorIsClosed | SootopolisCity_Text_DoorIsClosed,data/maps/SkyPillar_Outside/scripts.inc | data/maps/SootopolisCity/scripts.inc
dup_00808,"Then, where would you like to go?$",3,BattleFrontier_OutsideWest_Text_ThenWhereWouldYouLikeToGo | LilycoveCity_Harbor_Text_WhereWouldYouLikeToGo | SlateportCity_Harbor_Text_WhereWouldYouLikeToGo,data/maps/BattleFrontier_OutsideWest/scripts.inc | data/maps/LilycoveCity_Harbor/scripts.inc | data/maps/SlateportCity_Harbor/scripts.inc
dup_00809,There are offensive moves that inflict\ndirect damage on the foe.\pThere are defensive moves that are\nused to prepare for enemy attacks or\lused to heal HP and so on.\pThere are also other somewhat-odd\nmoves that may enfeeble the foes with\lstat problems including poison and \lparalysis.\pPOKéMON will consider using moves in\nthese three categories.$,2,BattleFrontier_BattlePalaceLobby_Text_ExplainRulesMoves | VerdanturfTown_BattleTentLobby_Text_ExplainMoveRules,data/maps/BattleFrontier_BattlePalaceLobby/scripts.inc | data/text/battle_tent.inc
dup_00810,"There are two key points to be aware\nof when swapping POKéMON.\pFirst, when swapping, you can't check\nthe stats of the POKéMON you are\labout to receive.\pSecond, the POKéMON on your team\nare lined up in sequence, depending on\lthe order in which you rented them.\pThis sequence remains unchanged\neven when swaps are made.$",2,BattleFrontier_BattleFactoryLobby_Text_ExplainSwapNotesRules | SlateportCity_BattleTentLobby_Text_ExplainSwapNotes,data/maps/BattleFrontier_BattleFactoryLobby/scripts.inc | data/text/battle_tent.inc
dup_00811,There's a bed…\nLet's take a rest.$,2,Route119_WeatherInstitute_1F_Text_TakeRestInBed | SSTidalRooms_Text_TakeRestOnBed,data/maps/Route119_WeatherInstitute_1F/scripts.inc | data/maps/SSTidalRooms/scripts.inc
dup_00812,There's no need to panic or stress.\nTake it easy. There's plenty of time.$,2,Route110_Text_BenjaminPostBattle | Route110_Text_BenjaminRematchPostBattle,data/text/trainers.inc | data/text/trainers.inc
dup_00813,"This area is still under construction.\nIt's off-limits, sorry!$",2,SafariZone_South_Text_AreaOffLimits1 | SafariZone_South_Text_AreaOffLimits2,data/scripts/safari_zone.inc | data/scripts/safari_zone.inc
dup_00814,This door appears to be locked\nright now…$,2,PetalburgCity_Gym_Text_DoorAppearsLocked | PetalburgCity_Gym_Text_DoorAppearsLocked2,data/maps/PetalburgCity_Gym/scripts.inc | data/maps/PetalburgCity_Gym/scripts.inc
dup_00815,Time:,3,sText_Time | gText_TimeColon | gText_TimeColon2,src/berry_blender.c | src/strings.c | src/strings.c
dup_00816,UNDERGROUND PATH,2,sMapName_UNDERGROUND_PATH | sMapName_UNDERGROUND_PATH_Clone,src/data/region_map/region_map_entries.h | src/data/region_map/region_map_entries.h
dup_00817,UNOWN,7,nickname | nickname | nickname | nickname | nickname | nickname | inline_203,src/data/battle_frontier/trainer_hill.h | src/data/battle_frontier/trainer_hill.h | src/data/battle_frontier/trainer_hill.h | src/data/battle_frontier/trainer_hill.h | src/data/battle_frontier/trainer_hill.h | src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00818,URSARING,3,nickname | nickname | inline_219,src/data/battle_frontier/trainer_hill.h | src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00819,USE,2,gEasyChatWord_Use | gMenuText_Use,src/data/easy_chat/easy_chat_group_actions.h | src/strings.c
dup_00820,Urgh!\nI didn't expect you to be so strong!$,2,MeteorFalls_1F_2R_Text_NicolasDefeat | MeteorFalls_1F_2R_Text_NicolasRematchDefeat,data/maps/MeteorFalls_1F_2R/scripts.inc | data/maps/MeteorFalls_1F_2R/scripts.inc
dup_00821,VALERIE,5,trainerName | trainerName | trainerName | trainerName | trainerName,src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h
dup_00822,VAPOREON,2,nickname | inline_136,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00823,VENOMOTH,2,nickname | inline_51,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00824,VENUSAUR,2,nickname | inline_5,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00825,VICTORY ROAD,2,sMapName_VICTORY_ROAD | sMapName_VICTORY_ROAD_Clone,src/data/region_map/region_map_entries.h | src/data/region_map/region_map_entries.h
dup_00826,VIGOROTH,2,nickname | inline_367,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00827,VIRTUAL,2,categoryName | categoryName,src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h
dup_00828,VITAL SPIRIT,2,gEasyChatWord_VitalSpirit | inline_154,src/data/easy_chat/easy_chat_group_status.h | src/data/text/abilities.h
